id,formula,sources,mass
EVODEX-M640,,EVODEX-P1715,129.10289
EVODEX-M641,,EVODEX-P1716,130.11072
EVODEX-M642,,EVODEX-P1719,-312.1475
EVODEX-M643,,EVODEX-P1720,213.12275
EVODEX-M644,,EVODEX-P1721,-294.13694
EVODEX-M645,,EVODEX-P1722,-213.12275
EVODEX-M646,,EVODEX-P1727,-134.02295999999998
EVODEX-M647,,EVODEX-P1732,-297.97564
EVODEX-M648,,EVODEX-P1734,106.02658
EVODEX-M649,,EVODEX-P1738,161.04496999999998
EVODEX-M650,,EVODEX-P1739,160.03713999999997
EVODEX-M651,,EVODEX-P1743,486.1584
EVODEX-M652,,EVODEX-P1745,666.22176
EVODEX-M653,,EVODEX-P1750,-119.06101
EVODEX-M654,,EVODEX-P1751,-118.05318
EVODEX-M655,,EVODEX-P1754,-61.88606
EVODEX-M656,,EVODEX-P1757,151.02569000000005
EVODEX-M657,,EVODEX-P1761,150.01786
EVODEX-M658,,EVODEX-P1775,-587.06669
EVODEX-M659,,EVODEX-P1780,-185.99291
EVODEX-M660,,EVODEX-P1781,241.03664
EVODEX-M661,,EVODEX-P1784,-146.05790000000002
EVODEX-M662,,EVODEX-P1786,146.05790000000002
EVODEX-M663,,EVODEX-P1806,-440.1559
EVODEX-M664,,EVODEX-P1809,13.126350000000002
EVODEX-M665,,EVODEX-P1810,520.12223
EVODEX-M666,,EVODEX-P1811,422.14534
EVODEX-M667,,EVODEX-P1813,-556.07216
EVODEX-M668,,EVODEX-P1814,-342.17901
EVODEX-M669,,EVODEX-P1817,-13.126350000000002
EVODEX-M670,,EVODEX-P1820,-422.14534
EVODEX-M671,,"EVODEX-P1821,EVODEX-P1838",279.97638
EVODEX-M672,,EVODEX-P1828,-279.97638
EVODEX-M673,,EVODEX-P1829,49.07628
EVODEX-M674,,EVODEX-P1830,17.02659
EVODEX-M675,,EVODEX-P1832,-227.0195
EVODEX-M676,,EVODEX-P1833,-410.00296
EVODEX-M677,,EVODEX-P1834,-80.9503
EVODEX-M678,,EVODEX-P1836,-0.9839699999999996
EVODEX-M679,,EVODEX-P1840,426.04558
EVODEX-M680,,EVODEX-P1843,-117.05791
EVODEX-M681,,EVODEX-P1844,-99.04735
EVODEX-M682,,EVODEX-P1845,188.00857
EVODEX-M683,,EVODEX-P1849,82.96596
EVODEX-M684,,EVODEX-P1854,-262.99603
EVODEX-M685,,EVODEX-P1855,139.02695
EVODEX-M686,,EVODEX-P1860,-26.03336
EVODEX-M687,,EVODEX-P1861,33.98776
EVODEX-M688,,EVODEX-P1862,-542.06906
EVODEX-M689,,EVODEX-P1865,-123.05591
EVODEX-M690,,EVODEX-P1866,-105.04535
EVODEX-M691,,EVODEX-P1867,541.06123
EVODEX-M692,,EVODEX-P1875,-120.79700000000004
EVODEX-M693,,EVODEX-P1877,322.22745
EVODEX-M694,,EVODEX-P1881,-55.95503
EVODEX-M695,,EVODEX-P1884,-1378.14016
EVODEX-M696,,EVODEX-P1885,-322.0324
EVODEX-M697,,EVODEX-P1886,1378.14016
EVODEX-M698,,EVODEX-P1887,-304.02184
EVODEX-M699,,EVODEX-P1890,101.02385
EVODEX-M700,,EVODEX-P1897,-278.16316
EVODEX-M701,,EVODEX-P1898,114.04298
EVODEX-M702,,EVODEX-P1899,-260.1526
EVODEX-M703,,EVODEX-P1904,-203.07939
EVODEX-M704,,EVODEX-P1905,-221.08995
EVODEX-M705,,EVODEX-P1906,203.07939
EVODEX-M706,,EVODEX-P1907,121.02621
